date,county,state,fips,cases,deaths,county_name,last_date,county_population,new_cases,new_deaths
2020-03-12,adams,colorado,08001,2,0,Adams,FALSE,511473,2,0
2020-03-13,adams,colorado,08001,3,0,Adams,FALSE,511473,1,0
2020-03-14,adams,colorado,08001,6,0,Adams,FALSE,511473,3,0
2020-03-15,adams,colorado,08001,6,0,Adams,FALSE,511473,0,0
2020-03-16,adams,colorado,08001,8,0,Adams,FALSE,511473,2,0
2020-03-17,adams,colorado,08001,10,0,Adams,FALSE,511473,2,0
2020-03-18,adams,colorado,08001,10,0,Adams,FALSE,511473,0,0
2020-03-19,adams,colorado,08001,10,0,Adams,FALSE,511473,0,0
2020-03-20,adams,colorado,08001,12,0,Adams,FALSE,511473,2,0
2020-03-21,adams,colorado,08001,14,0,Adams,FALSE,511473,2,0
2020-03-22,adams,colorado,08001,18,0,Adams,FALSE,511473,4,0
2020-03-23,adams,colorado,08001,25,0,Adams,FALSE,511473,7,0
2020-03-24,adams,colorado,08001,27,0,Adams,FALSE,511473,2,0
2020-03-25,adams,colorado,08001,38,0,Adams,FALSE,511473,11,0
2020-03-26,adams,colorado,08001,50,0,Adams,FALSE,511473,12,0
2020-03-27,adams,colorado,08001,71,0,Adams,FALSE,511473,21,0
2020-03-28,adams,colorado,08001,95,0,Adams,FALSE,511473,24,0
2020-03-29,adams,colorado,08001,110,0,Adams,FALSE,511473,15,0
2020-03-30,adams,colorado,08001,153,0,Adams,FALSE,511473,43,0
2020-03-31,adams,colorado,08001,185,2,Adams,FALSE,511473,32,2
2020-04-01,adams,colorado,08001,214,6,Adams,FALSE,511473,29,4
2020-04-02,adams,colorado,08001,260,7,Adams,FALSE,511473,46,1
2020-04-03,adams,colorado,08001,294,9,Adams,FALSE,511473,34,2
2020-04-04,adams,colorado,08001,320,9,Adams,FALSE,511473,26,0
2020-04-05,adams,colorado,08001,354,10,Adams,FALSE,511473,34,1
2020-04-06,adams,colorado,08001,367,12,Adams,FALSE,511473,13,2
2020-04-07,adams,colorado,08001,388,14,Adams,FALSE,511473,21,2
2020-04-08,adams,colorado,08001,417,14,Adams,FALSE,511473,29,0
2020-04-09,adams,colorado,08001,475,16,Adams,FALSE,511473,58,2
2020-04-10,adams,colorado,08001,543,23,Adams,FALSE,511473,68,7
2020-04-11,adams,colorado,08001,593,25,Adams,FALSE,511473,50,2
2020-04-12,adams,colorado,08001,647,26,Adams,FALSE,511473,54,1
2020-04-13,adams,colorado,08001,693,26,Adams,FALSE,511473,46,0
2020-04-14,adams,colorado,08001,726,27,Adams,FALSE,511473,33,1
2020-04-15,adams,colorado,08001,758,28,Adams,FALSE,511473,32,1
2020-04-16,adams,colorado,08001,805,29,Adams,FALSE,511473,47,1
2020-04-17,adams,colorado,08001,860,31,Adams,FALSE,511473,55,2
2020-04-18,adams,colorado,08001,894,33,Adams,FALSE,511473,34,2
2020-04-19,adams,colorado,08001,915,35,Adams,FALSE,511473,21,2
2020-04-20,adams,colorado,08001,968,37,Adams,FALSE,511473,53,2
2020-04-21,adams,colorado,08001,996,46,Adams,FALSE,511473,28,9
2020-04-22,adams,colorado,08001,1033,46,Adams,FALSE,511473,37,0
2020-04-23,adams,colorado,08001,1082,46,Adams,FALSE,511473,49,0
2020-04-24,adams,colorado,08001,1252,57,Adams,FALSE,511473,170,11
2020-04-25,adams,colorado,08001,1302,57,Adams,FALSE,511473,50,0
2020-04-26,adams,colorado,08001,1348,58,Adams,FALSE,511473,46,1
2020-04-27,adams,colorado,08001,1391,60,Adams,FALSE,511473,43,2
2020-04-28,adams,colorado,08001,1430,61,Adams,FALSE,511473,39,1
2020-04-29,adams,colorado,08001,1490,62,Adams,FALSE,511473,60,1
2020-04-30,adams,colorado,08001,1585,63,Adams,FALSE,511473,95,1
2020-05-01,adams,colorado,08001,1665,68,Adams,FALSE,511473,80,5
2020-05-02,adams,colorado,08001,1730,68,Adams,FALSE,511473,65,0
2020-05-03,adams,colorado,08001,1780,68,Adams,FALSE,511473,50,0
2020-05-04,adams,colorado,08001,1815,68,Adams,FALSE,511473,35,0
2020-05-05,adams,colorado,08001,1883,72,Adams,FALSE,511473,68,4
2020-05-06,adams,colorado,08001,1952,75,Adams,FALSE,511473,69,3
2020-05-07,adams,colorado,08001,2046,78,Adams,FALSE,511473,94,3
2020-05-08,adams,colorado,08001,2117,80,Adams,FALSE,511473,71,2
2020-05-09,adams,colorado,08001,2205,81,Adams,FALSE,511473,88,1
2020-05-10,adams,colorado,08001,2242,81,Adams,FALSE,511473,37,0
2020-05-11,adams,colorado,08001,2278,81,Adams,FALSE,511473,36,0
2020-05-12,adams,colorado,08001,2322,84,Adams,FALSE,511473,44,3
2020-05-13,adams,colorado,08001,2374,86,Adams,FALSE,511473,52,2
2020-05-14,adams,colorado,08001,2448,91,Adams,FALSE,511473,74,5
2020-05-15,adams,colorado,08001,2520,99,Adams,FALSE,511473,72,8
2020-05-16,adams,colorado,08001,2575,102,Adams,FALSE,511473,55,3
2020-05-17,adams,colorado,08001,2613,102,Adams,FALSE,511473,38,0
2020-05-18,adams,colorado,08001,2640,102,Adams,FALSE,511473,27,0
2020-05-19,adams,colorado,08001,2675,104,Adams,FALSE,511473,35,2
2020-05-20,adams,colorado,08001,2737,108,Adams,FALSE,511473,62,4
2020-05-21,adams,colorado,08001,2759,108,Adams,FALSE,511473,22,0
2020-05-22,adams,colorado,08001,2802,111,Adams,FALSE,511473,43,3
2020-05-23,adams,colorado,08001,2856,112,Adams,FALSE,511473,54,1
2020-05-24,adams,colorado,08001,2869,112,Adams,FALSE,511473,13,0
2020-05-25,adams,colorado,08001,2908,112,Adams,FALSE,511473,39,0
2020-05-26,adams,colorado,08001,2964,116,Adams,FALSE,511473,56,4
2020-05-27,adams,colorado,08001,3006,118,Adams,FALSE,511473,42,2
2020-05-28,adams,colorado,08001,3070,118,Adams,FALSE,511473,64,0
2020-05-29,adams,colorado,08001,3142,120,Adams,FALSE,511473,72,2
2020-05-30,adams,colorado,08001,3224,120,Adams,FALSE,511473,82,0
2020-05-31,adams,colorado,08001,3258,120,Adams,FALSE,511473,34,0
2020-06-01,adams,colorado,08001,3291,123,Adams,FALSE,511473,33,3
2020-06-02,adams,colorado,08001,3338,125,Adams,FALSE,511473,47,2
2020-06-03,adams,colorado,08001,3379,127,Adams,FALSE,511473,41,2
2020-06-04,adams,colorado,08001,3458,130,Adams,FALSE,511473,79,3
2020-06-05,adams,colorado,08001,3515,135,Adams,FALSE,511473,57,5
2020-06-06,adams,colorado,08001,3552,136,Adams,FALSE,511473,37,1
2020-06-07,adams,colorado,08001,3575,136,Adams,FALSE,511473,23,0
2020-06-08,adams,colorado,08001,3605,138,Adams,FALSE,511473,30,2
2020-06-09,adams,colorado,08001,3627,140,Adams,FALSE,511473,22,2
2020-06-10,adams,colorado,08001,3643,143,Adams,FALSE,511473,16,3
2020-06-11,adams,colorado,08001,3663,143,Adams,FALSE,511473,20,0
2020-06-12,adams,colorado,08001,3698,143,Adams,FALSE,511473,35,0
2020-06-13,adams,colorado,08001,3729,144,Adams,FALSE,511473,31,1
2020-06-14,adams,colorado,08001,3743,144,Adams,FALSE,511473,14,0
2020-06-15,adams,colorado,08001,3759,144,Adams,FALSE,511473,16,0
2020-06-16,adams,colorado,08001,3771,146,Adams,FALSE,511473,12,2
2020-06-17,adams,colorado,08001,3791,149,Adams,FALSE,511473,20,3
2020-06-18,adams,colorado,08001,3819,149,Adams,FALSE,511473,28,0
2020-06-19,adams,colorado,08001,3852,150,Adams,FALSE,511473,33,1
2020-06-20,adams,colorado,08001,3872,152,Adams,FALSE,511473,20,2
2020-06-21,adams,colorado,08001,3909,152,Adams,FALSE,511473,37,0
2020-06-22,adams,colorado,08001,3932,153,Adams,FALSE,511473,23,1
2020-06-23,adams,colorado,08001,3941,154,Adams,FALSE,511473,9,1
2020-06-24,adams,colorado,08001,3971,154,Adams,FALSE,511473,30,0
2020-06-25,adams,colorado,08001,4013,154,Adams,FALSE,511473,42,0
2020-06-26,adams,colorado,08001,4058,154,Adams,FALSE,511473,45,0
2020-06-27,adams,colorado,08001,4093,154,Adams,FALSE,511473,35,0
2020-06-28,adams,colorado,08001,4148,154,Adams,FALSE,511473,55,0
2020-06-29,adams,colorado,08001,4170,155,Adams,FALSE,511473,22,1
2020-06-30,adams,colorado,08001,4185,155,Adams,FALSE,511473,15,0
2020-07-01,adams,colorado,08001,4226,156,Adams,FALSE,511473,41,1
2020-07-02,adams,colorado,08001,4267,156,Adams,FALSE,511473,41,0
2020-07-03,adams,colorado,08001,4293,156,Adams,FALSE,511473,26,0
2020-07-04,adams,colorado,08001,4322,156,Adams,FALSE,511473,29,0
2020-07-05,adams,colorado,08001,4362,156,Adams,FALSE,511473,40,0
2020-07-06,adams,colorado,08001,4400,156,Adams,FALSE,511473,38,0
2020-07-07,adams,colorado,08001,4478,156,Adams,FALSE,511473,78,0
2020-07-08,adams,colorado,08001,4546,156,Adams,FALSE,511473,68,0
2020-07-09,adams,colorado,08001,4588,156,Adams,FALSE,511473,42,0
2020-07-10,adams,colorado,08001,4669,157,Adams,FALSE,511473,81,1
2020-07-11,adams,colorado,08001,4719,158,Adams,FALSE,511473,50,1
2020-07-12,adams,colorado,08001,4757,158,Adams,FALSE,511473,38,0
2020-07-13,adams,colorado,08001,4788,158,Adams,FALSE,511473,31,0
2020-07-14,adams,colorado,08001,4847,159,Adams,FALSE,511473,59,1
2020-07-15,adams,colorado,08001,4916,159,Adams,FALSE,511473,69,0
2020-07-16,adams,colorado,08001,4972,159,Adams,FALSE,511473,56,0
2020-07-17,adams,colorado,08001,5024,161,Adams,FALSE,511473,52,2
2020-07-18,adams,colorado,08001,5058,161,Adams,FALSE,511473,34,0
2020-07-19,adams,colorado,08001,5094,161,Adams,FALSE,511473,36,0
2020-07-20,adams,colorado,08001,5133,163,Adams,FALSE,511473,39,2
2020-07-21,adams,colorado,08001,5184,163,Adams,FALSE,511473,51,0
2020-07-22,adams,colorado,08001,5248,164,Adams,FALSE,511473,64,1
2020-07-23,adams,colorado,08001,5312,167,Adams,FALSE,511473,64,3
2020-07-24,adams,colorado,08001,5433,167,Adams,FALSE,511473,121,0
2020-07-25,adams,colorado,08001,5535,167,Adams,FALSE,511473,102,0
2020-07-26,adams,colorado,08001,5587,167,Adams,FALSE,511473,52,0
2020-07-27,adams,colorado,08001,5626,167,Adams,FALSE,511473,39,0
2020-07-28,adams,colorado,08001,5713,168,Adams,FALSE,511473,87,1
2020-07-29,adams,colorado,08001,5794,168,Adams,FALSE,511473,81,0
2020-07-30,adams,colorado,08001,5868,168,Adams,FALSE,511473,74,0
2020-07-31,adams,colorado,08001,5957,171,Adams,FALSE,511473,89,3
2020-08-01,adams,colorado,08001,6018,171,Adams,FALSE,511473,61,0
2020-08-02,adams,colorado,08001,6084,171,Adams,FALSE,511473,66,0
2020-08-03,adams,colorado,08001,6115,171,Adams,FALSE,511473,31,0
2020-08-04,adams,colorado,08001,6181,173,Adams,FALSE,511473,66,2
2020-08-05,adams,colorado,08001,6248,175,Adams,FALSE,511473,67,2
2020-08-06,adams,colorado,08001,6307,175,Adams,FALSE,511473,59,0
2020-08-07,adams,colorado,08001,6375,176,Adams,FALSE,511473,68,1
2020-08-08,adams,colorado,08001,6438,176,Adams,FALSE,511473,63,0
2020-08-09,adams,colorado,08001,6491,176,Adams,FALSE,511473,53,0
2020-08-10,adams,colorado,08001,6529,176,Adams,FALSE,511473,38,0
2020-08-11,adams,colorado,08001,6581,177,Adams,FALSE,511473,52,1
2020-08-12,adams,colorado,08001,6621,176,Adams,FALSE,511473,40,-1
2020-08-13,adams,colorado,08001,6677,178,Adams,FALSE,511473,56,2
2020-08-14,adams,colorado,08001,6721,181,Adams,FALSE,511473,44,3
2020-08-15,adams,colorado,08001,6771,183,Adams,FALSE,511473,50,2
2020-08-16,adams,colorado,08001,6816,184,Adams,FALSE,511473,45,1
2020-08-17,adams,colorado,08001,6848,184,Adams,FALSE,511473,32,0
2020-08-18,adams,colorado,08001,6899,185,Adams,FALSE,511473,51,1
2020-08-19,adams,colorado,08001,6967,186,Adams,FALSE,511473,68,1
2020-08-20,adams,colorado,08001,7021,186,Adams,FALSE,511473,54,0
2020-08-21,adams,colorado,08001,7078,189,Adams,FALSE,511473,57,3
2020-08-22,adams,colorado,08001,7132,194,Adams,FALSE,511473,54,5
2020-08-23,adams,colorado,08001,7213,194,Adams,FALSE,511473,81,0
2020-08-24,adams,colorado,08001,7257,194,Adams,FALSE,511473,44,0
2020-08-25,adams,colorado,08001,7334,196,Adams,FALSE,511473,77,2
2020-08-26,adams,colorado,08001,7360,196,Adams,FALSE,511473,26,0
2020-08-27,adams,colorado,08001,7407,196,Adams,FALSE,511473,47,0
2020-08-28,adams,colorado,08001,7495,197,Adams,FALSE,511473,88,1
2020-08-29,adams,colorado,08001,7495,197,Adams,FALSE,511473,0,0
2020-08-30,adams,colorado,08001,7541,197,Adams,FALSE,511473,46,0
2020-08-31,adams,colorado,08001,7579,197,Adams,FALSE,511473,38,0
2020-09-01,adams,colorado,08001,7647,197,Adams,FALSE,511473,68,0
2020-09-02,adams,colorado,08001,7689,198,Adams,FALSE,511473,42,1
2020-09-03,adams,colorado,08001,7731,200,Adams,FALSE,511473,42,2
2020-09-04,adams,colorado,08001,7778,206,Adams,FALSE,511473,47,6
2020-09-05,adams,colorado,08001,7834,208,Adams,FALSE,511473,56,2
2020-09-06,adams,colorado,08001,7860,208,Adams,FALSE,511473,26,0
2020-09-07,adams,colorado,08001,7891,209,Adams,FALSE,511473,31,1
2020-09-08,adams,colorado,08001,7912,209,Adams,FALSE,511473,21,0
2020-09-09,adams,colorado,08001,7954,209,Adams,FALSE,511473,42,0
2020-09-10,adams,colorado,08001,7997,209,Adams,FALSE,511473,43,0
2020-09-11,adams,colorado,08001,8025,211,Adams,FALSE,511473,28,2
2020-09-12,adams,colorado,08001,8063,211,Adams,FALSE,511473,38,0
2020-09-13,adams,colorado,08001,8104,211,Adams,FALSE,511473,41,0
2020-09-14,adams,colorado,08001,8143,211,Adams,FALSE,511473,39,0
2020-09-15,adams,colorado,08001,8206,213,Adams,FALSE,511473,63,2
2020-09-16,adams,colorado,08001,8260,213,Adams,FALSE,511473,54,0
2020-09-17,adams,colorado,08001,8327,216,Adams,FALSE,511473,67,3
2020-09-18,adams,colorado,08001,8418,218,Adams,FALSE,511473,91,2
2020-09-19,adams,colorado,08001,8442,220,Adams,FALSE,511473,24,2
2020-09-20,adams,colorado,08001,8468,221,Adams,FALSE,511473,26,1
2020-09-21,adams,colorado,08001,8578,221,Adams,FALSE,511473,110,0
2020-09-22,adams,colorado,08001,8622,222,Adams,FALSE,511473,44,1
2020-09-23,adams,colorado,08001,8748,222,Adams,FALSE,511473,126,0
2020-09-24,adams,colorado,08001,8804,224,Adams,FALSE,511473,56,2
2020-09-25,adams,colorado,08001,8947,225,Adams,FALSE,511473,143,1
2020-09-26,adams,colorado,08001,9011,225,Adams,FALSE,511473,64,0
2020-09-27,adams,colorado,08001,9106,225,Adams,FALSE,511473,95,0
2020-09-28,adams,colorado,08001,9210,226,Adams,FALSE,511473,104,1
2020-09-29,adams,colorado,08001,9297,227,Adams,FALSE,511473,87,1
2020-09-30,adams,colorado,08001,9433,227,Adams,FALSE,511473,136,0
2020-10-01,adams,colorado,08001,9537,228,Adams,FALSE,511473,104,1
2020-10-02,adams,colorado,08001,9669,230,Adams,FALSE,511473,132,2
2020-10-03,adams,colorado,08001,9725,230,Adams,FALSE,511473,56,0
2020-10-04,adams,colorado,08001,9824,231,Adams,FALSE,511473,99,1
2020-10-05,adams,colorado,08001,9943,231,Adams,FALSE,511473,119,0
2020-10-06,adams,colorado,08001,10001,232,Adams,FALSE,511473,58,1
2020-10-07,adams,colorado,08001,10143,233,Adams,FALSE,511473,142,1
2020-10-08,adams,colorado,08001,10286,235,Adams,FALSE,511473,143,2
2020-10-09,adams,colorado,08001,10462,240,Adams,FALSE,511473,176,5
2020-10-10,adams,colorado,08001,10603,242,Adams,FALSE,511473,141,2
2020-10-11,adams,colorado,08001,10722,242,Adams,FALSE,511473,119,0
2020-10-12,adams,colorado,08001,10797,242,Adams,FALSE,511473,75,0
2020-10-13,adams,colorado,08001,10962,243,Adams,FALSE,511473,165,1
2020-10-14,adams,colorado,08001,11127,244,Adams,FALSE,511473,165,1
2020-10-15,adams,colorado,08001,11340,245,Adams,FALSE,511473,213,1
2020-10-16,adams,colorado,08001,11507,247,Adams,FALSE,511473,167,2
2020-10-17,adams,colorado,08001,11698,248,Adams,FALSE,511473,191,1
2020-10-18,adams,colorado,08001,11886,248,Adams,FALSE,511473,188,0
2020-10-19,adams,colorado,08001,12020,249,Adams,FALSE,511473,134,1
2020-10-20,adams,colorado,08001,12200,249,Adams,FALSE,511473,180,0
2020-10-21,adams,colorado,08001,12414,249,Adams,FALSE,511473,214,0
2020-10-22,adams,colorado,08001,12677,250,Adams,FALSE,511473,263,1
2020-10-23,adams,colorado,08001,12818,253,Adams,FALSE,511473,141,3
2020-10-24,adams,colorado,08001,13065,254,Adams,FALSE,511473,247,1
2020-10-25,adams,colorado,08001,13356,255,Adams,FALSE,511473,291,1
2020-10-26,adams,colorado,08001,13724,256,Adams,FALSE,511473,368,1
2020-10-27,adams,colorado,08001,13945,257,Adams,FALSE,511473,221,1
2020-10-28,adams,colorado,08001,14173,260,Adams,FALSE,511473,228,3
2020-10-29,adams,colorado,08001,14523,261,Adams,FALSE,511473,350,1
2020-10-30,adams,colorado,08001,14830,262,Adams,FALSE,511473,307,1
2020-10-31,adams,colorado,08001,15216,263,Adams,FALSE,511473,386,1
2020-11-01,adams,colorado,08001,15574,263,Adams,FALSE,511473,358,0
2020-11-02,adams,colorado,08001,15877,263,Adams,FALSE,511473,303,0
2020-11-03,adams,colorado,08001,16234,264,Adams,FALSE,511473,357,1
2020-11-04,adams,colorado,08001,16635,266,Adams,FALSE,511473,401,2
2020-11-05,adams,colorado,08001,17107,267,Adams,FALSE,511473,472,1
2020-11-06,adams,colorado,08001,17503,270,Adams,FALSE,511473,396,3
2020-11-07,adams,colorado,08001,17894,273,Adams,FALSE,511473,391,3
2020-11-08,adams,colorado,08001,18226,273,Adams,FALSE,511473,332,0
2020-11-09,adams,colorado,08001,18693,273,Adams,FALSE,511473,467,0
2020-11-10,adams,colorado,08001,19178,274,Adams,FALSE,511473,485,1
2020-11-11,adams,colorado,08001,19705,277,Adams,FALSE,511473,527,3
2020-11-12,adams,colorado,08001,20346,278,Adams,FALSE,511473,641,1
2020-11-13,adams,colorado,08001,21261,283,Adams,FALSE,511473,915,5
2020-11-14,adams,colorado,08001,21811,283,Adams,FALSE,511473,550,0
2020-11-15,adams,colorado,08001,22213,284,Adams,FALSE,511473,402,1
2020-11-16,adams,colorado,08001,22905,287,Adams,FALSE,511473,692,3
2020-11-17,adams,colorado,08001,23339,289,Adams,FALSE,511473,434,2
2020-11-18,adams,colorado,08001,23832,294,Adams,FALSE,511473,493,5
2020-11-19,adams,colorado,08001,24504,302,Adams,FALSE,511473,672,8
2020-11-20,adams,colorado,08001,25092,304,Adams,FALSE,511473,588,2
2020-11-21,adams,colorado,08001,25696,312,Adams,FALSE,511473,604,8
2020-11-22,adams,colorado,08001,26129,315,Adams,FALSE,511473,433,3
2020-11-23,adams,colorado,08001,26474,316,Adams,FALSE,511473,345,1
2020-11-24,adams,colorado,08001,26942,317,Adams,FALSE,511473,468,1
2020-11-25,adams,colorado,08001,27259,321,Adams,FALSE,511473,317,4
2020-11-26,adams,colorado,08001,27856,329,Adams,FALSE,511473,597,8
2020-11-27,adams,colorado,08001,28413,331,Adams,FALSE,511473,557,2
2020-11-28,adams,colorado,08001,28839,331,Adams,FALSE,511473,426,0
2020-11-29,adams,colorado,08001,29252,334,Adams,FALSE,511473,413,3
2020-11-30,adams,colorado,08001,29730,336,Adams,FALSE,511473,478,2
2020-12-01,adams,colorado,08001,30381,340,Adams,FALSE,511473,651,4
2020-12-02,adams,colorado,08001,30646,346,Adams,FALSE,511473,265,6
2020-12-03,adams,colorado,08001,31038,367,Adams,FALSE,511473,392,21
2020-12-04,adams,colorado,08001,31594,373,Adams,FALSE,511473,556,6
2020-12-05,adams,colorado,08001,32044,374,Adams,FALSE,511473,450,1
2020-12-06,adams,colorado,08001,32678,386,Adams,FALSE,511473,634,12
2020-12-07,adams,colorado,08001,33049,389,Adams,FALSE,511473,371,3
2020-12-08,adams,colorado,08001,33469,391,Adams,FALSE,511473,420,2
2020-12-09,adams,colorado,08001,33825,400,Adams,FALSE,511473,356,9
2020-12-10,adams,colorado,08001,34248,409,Adams,FALSE,511473,423,9
2020-12-11,adams,colorado,08001,34701,412,Adams,FALSE,511473,453,3
2020-12-12,adams,colorado,08001,35273,418,Adams,FALSE,511473,572,6
2020-12-13,adams,colorado,08001,35516,430,Adams,FALSE,511473,243,12
2020-12-14,adams,colorado,08001,35808,434,Adams,FALSE,511473,292,4
2020-12-15,adams,colorado,08001,36130,437,Adams,FALSE,511473,322,3
2020-12-16,adams,colorado,08001,36306,443,Adams,FALSE,511473,176,6
2020-12-17,adams,colorado,08001,36604,452,Adams,FALSE,511473,298,9
2020-12-18,adams,colorado,08001,37007,459,Adams,FALSE,511473,403,7
2020-12-19,adams,colorado,08001,37413,471,Adams,FALSE,511473,406,12
2020-12-20,adams,colorado,08001,37620,477,Adams,FALSE,511473,207,6
2020-12-21,adams,colorado,08001,37848,477,Adams,FALSE,511473,228,0
2020-12-22,adams,colorado,08001,38081,484,Adams,FALSE,511473,233,7
2020-12-23,adams,colorado,08001,38309,489,Adams,FALSE,511473,228,5
2020-12-24,adams,colorado,08001,38517,499,Adams,FALSE,511473,208,10
2020-12-25,adams,colorado,08001,38882,499,Adams,FALSE,511473,365,0
2020-12-26,adams,colorado,08001,39094,505,Adams,FALSE,511473,212,6
2020-12-27,adams,colorado,08001,39189,505,Adams,FALSE,511473,95,0
2020-12-28,adams,colorado,08001,39486,513,Adams,FALSE,511473,297,8
2020-12-29,adams,colorado,08001,39711,515,Adams,FALSE,511473,225,2
2020-12-30,adams,colorado,08001,39915,524,Adams,FALSE,511473,204,9
2020-12-31,adams,colorado,08001,40344,529,Adams,FALSE,511473,429,5
2021-01-01,adams,colorado,08001,40696,533,Adams,FALSE,511473,352,4
2021-01-02,adams,colorado,08001,40904,535,Adams,FALSE,511473,208,2
2021-01-03,adams,colorado,08001,41102,535,Adams,FALSE,511473,198,0
2021-01-04,adams,colorado,08001,41506,536,Adams,FALSE,511473,404,1
2021-01-05,adams,colorado,08001,41785,537,Adams,FALSE,511473,279,1
2021-01-06,adams,colorado,08001,42170,543,Adams,FALSE,511473,385,6
2021-01-07,adams,colorado,08001,42493,547,Adams,FALSE,511473,323,4
2021-01-08,adams,colorado,08001,42493,547,Adams,FALSE,511473,0,0
2021-01-09,adams,colorado,08001,43090,556,Adams,FALSE,511473,597,9
2021-01-10,adams,colorado,08001,43370,559,Adams,FALSE,511473,280,3
2021-01-11,adams,colorado,08001,43529,559,Adams,FALSE,511473,159,0
2021-01-12,adams,colorado,08001,43644,562,Adams,FALSE,511473,115,3
2021-01-13,adams,colorado,08001,43821,564,Adams,FALSE,511473,177,2
2021-01-14,adams,colorado,08001,44077,567,Adams,FALSE,511473,256,3
2021-01-15,adams,colorado,08001,44253,568,Adams,FALSE,511473,176,1
2021-01-16,adams,colorado,08001,44426,575,Adams,FALSE,511473,173,7
2021-01-17,adams,colorado,08001,44595,576,Adams,FALSE,511473,169,1
2021-01-18,adams,colorado,08001,44683,577,Adams,FALSE,511473,88,1
2021-01-19,adams,colorado,08001,44877,577,Adams,FALSE,511473,194,0
2021-01-20,adams,colorado,08001,44980,578,Adams,FALSE,511473,103,1
2021-01-21,adams,colorado,08001,44980,578,Adams,FALSE,511473,0,0
2021-01-22,adams,colorado,08001,45305,582,Adams,FALSE,511473,325,4
2021-01-23,adams,colorado,08001,45305,582,Adams,FALSE,511473,0,0
2021-01-24,adams,colorado,08001,45480,587,Adams,FALSE,511473,175,5
2021-01-25,adams,colorado,08001,45750,590,Adams,FALSE,511473,270,3
2021-01-26,adams,colorado,08001,45750,590,Adams,FALSE,511473,0,0
2021-01-27,adams,colorado,08001,45944,597,Adams,FALSE,511473,194,7
2021-01-28,adams,colorado,08001,46101,600,Adams,FALSE,511473,157,3
2021-01-29,adams,colorado,08001,46268,603,Adams,FALSE,511473,167,3
2021-01-30,adams,colorado,08001,46268,603,Adams,FALSE,511473,0,0
2021-01-31,adams,colorado,08001,46516,609,Adams,FALSE,511473,248,6
2021-02-01,adams,colorado,08001,46592,610,Adams,FALSE,511473,76,1
2021-02-02,adams,colorado,08001,46655,611,Adams,FALSE,511473,63,1
2021-02-03,adams,colorado,08001,46755,612,Adams,TRUE,511473,100,1
2020-03-27,alamosa,colorado,08003,1,0,Alamosa,FALSE,16184,1,0
2020-03-28,alamosa,colorado,08003,1,0,Alamosa,FALSE,16184,0,0
2020-03-29,alamosa,colorado,08003,1,0,Alamosa,FALSE,16184,0,0
2020-03-30,alamosa,colorado,08003,1,0,Alamosa,FALSE,16184,0,0
2020-03-31,alamosa,colorado,08003,1,0,Alamosa,FALSE,16184,0,0
2020-04-01,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,3,0
2020-04-02,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-03,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-04,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-05,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-06,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-07,alamosa,colorado,08003,4,0,Alamosa,FALSE,16184,0,0
2020-04-08,alamosa,colorado,08003,5,0,Alamosa,FALSE,16184,1,0
2020-04-09,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,2,2
2020-04-10,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-11,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-12,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-13,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-14,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-15,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-16,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-17,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-18,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-19,alamosa,colorado,08003,7,2,Alamosa,FALSE,16184,0,0
2020-04-20,alamosa,colorado,08003,9,2,Alamosa,FALSE,16184,2,0
2020-04-21,alamosa,colorado,08003,9,2,Alamosa,FALSE,16184,0,0
2020-04-22,alamosa,colorado,08003,9,2,Alamosa,FALSE,16184,0,0
2020-04-23,alamosa,colorado,08003,9,2,Alamosa,FALSE,16184,0,0
2020-04-24,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,1,0
2020-04-25,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-04-26,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-04-27,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-04-28,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-04-29,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-04-30,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
2020-05-01,alamosa,colorado,08003,10,2,Alamosa,FALSE,16184,0,0
