county,date,bars_visit_prop,completely_home_prop,full_time_work_prop,median_home_dwell_time,part_time_work_prop,restaurants_visit_prop,sgCH_ks,sgCH_sm,sgCH_roll7,sgFT_ks,sgFT_sm,sgFT_roll7,sgPT_ks,sgPT_sm,sgPT_roll7,sgHD_ks,sgHD_sm,sgHD_roll7,sgRES_ks,sgRES_sm,sgRES_roll7
arapahoe,2020-05-19,4.781637851746,0.39367153774982,0.041592955338069,792.67892156863,0.059604484088116,128.31891542719,0.3789846241058163,0.3807850961958628,0.38638091957368714,0.03662835906859847,0.03784630118520704,0.037006857367518145,0.060866049399081114,0.06168854727312309,0.060144560561395145,787.6722449981014,786.9901084309791,811.4285714285728,136.33087517937597,143.0091756251945,127.36179879801715
arapahoe,2020-05-20,2.2338691177192,0.36878031016229,0.039905315595934,774.80147058824,0.063571005107512,135.02064200376,0.37652105186638307,0.3785176109440536,0.38308875666702147,0.03672525647427887,0.037958801416285756,0.03650567697478414,0.06120084573859485,0.062020296722842136,0.05979950458670257,781.9213591263334,780.8057378768668,805.6687675070043,138.45884776016905,145.82175026586722,130.15249014118572
arapahoe,2020-05-21,4.8907466829919,0.34862327316981,0.034940035686961,737.0955882352902,0.055673967604974,135.07687549576,0.3741113250633603,0.3762895342164217,0.3787469415748057,0.03683466324066207,0.03807505287854873,0.03630084869282343,0.06154983818159292,0.06235559008999299,0.05939010835985557,776.2999825423758,774.8062211924391,791.7366946778715,140.98252741762155,148.84898974591414,131.47711649995142
arapahoe,2020-05-22,7.1158908592171,0.3449268273641,0.043875319261429,697.05637254902,0.074545875340735,163.98503639234,0.3717528756300662,0.37410441007166995,0.37377318262026715,0.03695747879512614,0.038194835851853716,0.03669311531765257,0.06191221859839471,0.06269414566380953,0.06047113931627057,770.8563573707605,769.0466722658866,779.2514005602243,143.9472466464598,152.09639993192184,134.2808301800343
arapahoe,2020-05-23,5.2046462992996,0.35661367819548007,0.028839942672363,744.29656862745,0.058133376814491,138.3549659135,0.3694432163606113,0.37196572332264605,0.37300355582708145,0.03709392278151425,0.03831792886338966,0.037038841778828574,0.062287331849089425,0.06303567293431944,0.061502293424797426,765.6328378759383,763.5698932928283,768.1456582633058,147.38760801062966,155.5646433915856,134.67893352422428
arapahoe,2020-05-24,3.4001596026599,0.41302685326592,0.023100696391252996,823.75245098039,0.050132815116815,110.2132929936,0.36718179617318525,0.3698768356552521,0.3723018111251043,0.03724392075563907,0.03844410805565613,0.036508580601987285,0.06267335487347137,0.06337986920185694,0.061384796329016,760.6659905400513,758.4070042796553,762.22619047619,151.317691763081,159.24917398016922,132.94404638979572
arapahoe,2020-05-25,1.0635556272207,0.39609020430887,0.025962279665372,791.18382352941,0.05222898958698801,105.97105930754,0.36496669574684065,0.3678409222923508,0.3745332406023272,0.03740809057214147,0.03857314667811124,0.034030934944483,0.06306923519394753,0.06372641663478648,0.05912721623709014,755.9859822194642,753.579262150049,765.8378851540615,155.73159360386433,163.1400852433598,130.99154107624142
arapahoe,2020-05-26,1.5973449436099,0.35190024137411,0.044876510605673,721.56862745098,0.0688892426849,135.22720488899,0.362800371000237,0.3658609104532074,0.3685659125486543,0.03758605879281004,0.038704814711118814,0.03450001426842643,0.06347330316042113,0.0640749797994398,0.060453610322345,751.6215126114454,749.1005975694997,755.6792717086829,160.60371054652774,167.22218753880648,131.97843957078427
arapahoe,2020-05-27,2.6609005708306,0.34215370244637,0.041896322420029,744.7230392156899,0.067398263046103,156.22874636962,0.36068611643735826,0.3639394208240789,0.36476211144638,0.037778097688127,0.038838878629008214,0.034784443814725716,0.06388436693593123,0.06442520368062529,0.06100036145642943,747.5892031804734,744.9803299687984,751.3823529411758,165.8859221876461,171.4753147881377,135.00816876590716
arapahoe,2020-05-28,8.5044220122075,0.35271754472472,0.043877941936189,723.2941176470599,0.0672582056234,172.52223361837,0.3586300194956383,0.3620787132865704,0.36534700738279574,0.03798331729321546,0.03897510130713491,0.03606128756461543,0.06430072186476302,0.064776712205717693,0.06265525260191886,743.9056669316624,741.2255752869502,749.4107142857142,171.51044332306267,175.87484735244414,140.3575056405657
